"","claim_start_date","claim_status","condition_category","claim_id","tenure.x","exposure_id","claim_paid","total_claim_amount","UW_Date","tenure.y","pet_gender","pet_de_sexed","pet_de_sexed_age","pet_is_switcher","nb_policy_first_inception_date","pet_age_months","nb_contribution","nb_excess","nb_address_type_adj","nb_suburb","nb_postcode","nb_state","person_dob","nb_contribution_excess","owner_age_years","nb_number_of_breeds","nb_average_breed_size","nb_breed_type","nb_breed_trait","nb_breed_name_unique","nb_breed_name_unique_concat","is_multi_pet_plan","lead_date_day","quote_date","quote_time_group","exposure_id_1","earned_units"
"913","2024-07-30 00:00:00","covered_paid","Injuries","claim_43c3fe41-fc27-41a8-a48a-5c47a4f5fc8a",2,"exposure_5776f2f2-3dd7-4342-ab1f-7d510b791910",216.072727272727,330.990909090909,2024-08-01,3,"female","false","","true",2024-04-30,3,90,100,"House","Yarraville","3013","VIC",1971-09-27,90100,52,1,1,"purebred","brachycephalic","cavalier king charles spaniel","cavalier king charles spaniel","true",1970-01-01,2024-04-21,"Evening (18:00 - 23:59)","exposure_5776f2f2-3dd7-4342-ab1f-7d510b791910",1
"914","2024-03-27 00:00:00","covered_with_exclusions_paid","Other","claim_4df3396c-7277-44fc-a563-d61479e782b2",2,"exposure_61a1c624-d4b2-4358-bfd8-f818da59f3bd",190.327272727273,459.181818181818,2024-08-01,7,"male","true","4-6 mo","",2024-01-03,13,80,100,"House","Yarralumla","2600","ACT",1969-10-10,80100,54,1,3,"designerbreed","water dog","groodle","groodle","false",1970-01-01,2024-01-04,"Morning (05:00 - 11:59)","exposure_61a1c624-d4b2-4358-bfd8-f818da59f3bd",1
"915","2024-05-18 00:00:00","covered_with_exclusions_paid","Eyes & ears","claim_83c5a236-77c2-4c64-a30d-6a34893c60a5",3,"exposure_63861e72-a52d-4e4a-ba1f-fa3c554265fc",47.1909090909091,291.718181818182,2024-08-01,6,"male","false","","",2024-02-10,3,80,100,"House","Lugarno","2210","NSW",1990-12-01,80100,33,1,3,"designerbreed","water dog","groodle","groodle","false",1970-01-01,2024-01-31,"Morning (05:00 - 11:59)","exposure_63861e72-a52d-4e4a-ba1f-fa3c554265fc",1
"916","2024-04-03 00:00:00","covered_paid","Routine Care and Examinations","claim_74c2a303-1e2f-446d-aaa0-c7eea9af1422",3,"exposure_6a66cf8a-2140-4db1-bef4-8ac70bbe4315",262.545454545455,419.090909090909,2024-08-01,7,"female","false","","",2024-01-28,2,80,100,"House","Hamersley","6022","WA",1983-01-20,80100,41,1,1,"purebred","teckel","dachshundminiature smooth haired","dachshundminiature smooth haired","false",1970-01-01,2024-01-27,"Evening (18:00 - 23:59)","exposure_6a66cf8a-2140-4db1-bef4-8ac70bbe4315",1
"917","2024-06-29 00:00:00","covered_paid","Other","claim_b137b825-ccc8-4470-b293-35be67d889db",7,"exposure_72607c7f-e5a6-48ab-91fe-0984185320d6",215.381818181818,269.236363636364,2024-08-01,9,"male","false","","",2023-11-28,13,80,0,"House","Croydon","3136","VIC",1999-06-09,800,24,1,2,"purebred","hound","beagle","beagle","false",1970-01-01,2023-11-29,"Afternoon (12:00 - 17:59)","exposure_72607c7f-e5a6-48ab-91fe-0984185320d6",1
"918","2024-02-27 00:00:00","covered_paid","Illness","claim_87a535e5-f8ff-4216-9fcf-2cd83ae0cbd8",1,"exposure_743f3614-4597-483a-aabf-c750427fb68b",96.0909090909091,187,2024-08-01,7,"female","false","","",2023-12-31,1,100,100,"House","Waratah West","2298","NSW",1992-04-26,100100,31,1,3,"purebred","retriever","golden retriever","golden retriever","false",1970-01-01,2024-01-01,"Afternoon (12:00 - 17:59)","exposure_743f3614-4597-483a-aabf-c750427fb68b",1
"919","2024-02-05 00:00:00","covered_paid","Other","claim_e806a976-9f42-43c0-b8dd-45bfc3e2d203",1,"exposure_7c046041-6336-490b-ab5c-3b6b32eba5d3",61.3636363636364,68.1818181818182,2024-08-01,7,"female","true","4-6 mo","",2024-01-07,18,90,0,"House","Mill Park","3082","VIC",2002-08-23,900,21,1,2,"purebred","brachycephalic","staffordshire bull terrier","staffordshire bull terrier","false",1970-01-01,2024-01-08,"Morning (05:00 - 11:59)","exposure_7c046041-6336-490b-ab5c-3b6b32eba5d3",1
"920","2024-04-24 00:00:00","covered_paid","Allergies & skin","claim_3101947c-c8c2-4373-ad6f-fcf0de5baee8",2,"exposure_7e56284e-336d-4feb-9267-33ae3a6e6f9c",85.3818181818182,197.636363636364,2024-08-01,6,"male","false","","",2024-02-07,15,80,100,"House","Ermington","2115","NSW",1987-08-21,80100,36,1,2,"purebred","brachycephalic","staffordshire bull terrier","staffordshire bull terrier","false",1970-01-01,2024-01-15,"Morning (05:00 - 11:59)","exposure_7e56284e-336d-4feb-9267-33ae3a6e6f9c",1
"921","2024-08-26 00:00:00","covered_paid","Routine Care and Examinations","claim_455dcff5-0b0a-4613-b36c-5c050130525b",1,"exposure_8120e4a7-41a2-4bf3-b464-ee39294e33bf",76.3636363636364,186.363636363636,2024-08-01,1,"female","false","","",2024-07-14,2,80,100,"House","Mansfield","4122","QLD",1998-08-21,80100,25,1,2,"purebred","spaniel","cocker spaniel","cocker spaniel","false",1970-01-01,2024-07-15,"Evening (18:00 - 23:59)","exposure_8120e4a7-41a2-4bf3-b464-ee39294e33bf",1
"922","2024-02-23 00:00:00","covered_paid","Ingestion","claim_348ee5c7-73ac-41d9-b202-acce7a71bb2f",2,"exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",96.3636363636364,120.454545454545,2024-08-01,8,"male","false","","",2023-12-08,51,80,0,"House","Palm Beach","2108","NSW",1983-02-04,800,40,1,3,"purebred","sighthound","greyhound","greyhound","false",1970-01-01,2023-12-09,"Afternoon (12:00 - 17:59)","exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",1
"923","2024-01-23 00:00:00","covered_paid","Gastrointestinal Issues","claim_8345c5ef-9c4e-43f2-8e34-525bb48c34bd",0,"exposure_49db8cfb-687b-42a8-bb64-2fe8902331ea",69.0909090909091,177.272727272727,2024-08-01,7,"female","false","","",2024-01-06,3,80,100,"House","Coombs","2611","ACT",2003-04-12,80100,20,1,2,"purebred","spaniel","english cocker spaniel","english cocker spaniel","true",1970-01-01,2024-01-07,"Afternoon (12:00 - 17:59)","exposure_49db8cfb-687b-42a8-bb64-2fe8902331ea",1
"924","2024-07-31 00:00:00","covered_paid","Other","claim_c83a824f-cd30-4f19-a5d0-dcaee385b89f",2,"exposure_55d01d47-eaf1-4e52-b08d-adb391fde2b8",195.545454545455,217.272727272727,2024-08-01,3,"female","true","7-12 mo","true",2024-05-21,82,90,0,"House","Beacon Hill","2100","NSW",1980-07-24,900,43,1,3,"purebred","retriever","labrador retriever","labrador retriever","false",1970-01-01,2024-05-19,"Afternoon (12:00 - 17:59)","exposure_55d01d47-eaf1-4e52-b08d-adb391fde2b8",1
"925","2024-03-27 00:00:00","covered_paid","Gastrointestinal Issues","claim_3758fae7-6273-4d7b-9ef3-2c9034247df3",2,"exposure_61a1c624-d4b2-4358-bfd8-f818da59f3bd",31.5636363636364,130.363636363636,2024-08-01,7,"male","true","4-6 mo","",2024-01-03,13,80,100,"House","Yarralumla","2600","ACT",1969-10-10,80100,54,1,3,"designerbreed","water dog","groodle","groodle","false",1970-01-01,2024-01-04,"Morning (05:00 - 11:59)","exposure_61a1c624-d4b2-4358-bfd8-f818da59f3bd",1
"926","2024-05-01 00:00:00","covered_paid","Routine Care and Examinations","claim_5308de5a-156e-4906-b47f-b1fee47406b3",4,"exposure_6a66cf8a-2140-4db1-bef4-8ac70bbe4315",785.254545454545,981.572727272727,2024-08-01,7,"female","false","","",2024-01-28,2,80,100,"House","Hamersley","6022","WA",1983-01-20,80100,41,1,1,"purebred","teckel","dachshundminiature smooth haired","dachshundminiature smooth haired","false",1970-01-01,2024-01-27,"Evening (18:00 - 23:59)","exposure_6a66cf8a-2140-4db1-bef4-8ac70bbe4315",1
"927","2024-08-12 00:00:00","covered_paid","Injuries","claim_f4e2d5d8-0451-4e46-9d06-40d6f8d808ec",1,"exposure_7553e221-f633-46ee-9e69-b09599b48a66",40.5,45,2024-08-01,1,"female","false","","false",2024-07-06,2,90,0,"Apartment","Marrickville","2204","NSW",1972-09-06,900,51,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2024-07-06,"Afternoon (12:00 - 17:59)","exposure_7553e221-f633-46ee-9e69-b09599b48a66",1
"928","2024-08-11 00:00:00","covered_paid","Illness","claim_a23b7c69-ca09-4496-b239-ae75d5b67073",4,"exposure_78cfb5df-81e5-4e04-979d-ef85ef6dfc31",188.290909090909,235.363636363636,2024-08-01,4,"male","true","7-12 mo","",2024-04-03,23,80,0,"House","Bray Park","4500","QLD",1964-04-13,800,60,1,3,"purebred","retriever","golden retriever","golden retriever","false",1970-01-01,2024-04-04,"Evening (18:00 - 23:59)","exposure_78cfb5df-81e5-4e04-979d-ef85ef6dfc31",1
"929","2024-04-02 00:00:00","covered_with_exclusions_paid","Injuries","claim_677bf9f2-18c8-45a1-bfb3-dafb4bfa23fe",3,"exposure_7c046041-6336-490b-ab5c-3b6b32eba5d3",35.8818181818182,297.036363636364,2024-08-01,7,"female","true","4-6 mo","",2024-01-07,18,90,0,"House","Mill Park","3082","VIC",2002-08-23,900,21,1,2,"purebred","brachycephalic","staffordshire bull terrier","staffordshire bull terrier","false",1970-01-01,2024-01-08,"Morning (05:00 - 11:59)","exposure_7c046041-6336-490b-ab5c-3b6b32eba5d3",1
"930","2024-03-12 00:00:00","covered_paid","Eyes & ears","claim_290a2554-0d15-433a-83fd-295bc78c7f30",1,"exposure_7e56284e-336d-4feb-9267-33ae3a6e6f9c",4.8,96.9090909090909,2024-08-01,6,"male","false","","",2024-02-07,15,80,100,"House","Ermington","2115","NSW",1987-08-21,80100,36,1,2,"purebred","brachycephalic","staffordshire bull terrier","staffordshire bull terrier","false",1970-01-01,2024-01-15,"Morning (05:00 - 11:59)","exposure_7e56284e-336d-4feb-9267-33ae3a6e6f9c",1
"931","2024-07-05 00:00:00","part_covered_paid","Gastrointestinal Issues","claim_7d4fa385-b2e1-4cde-8886-94c1ddec0daa",2,"exposure_820b5055-70da-4424-a4e1-5b2fe824473a",685.636363636364,898.181818181818,2024-08-01,3,"male","false","","false",2024-04-30,1,90,100,"Apartment","Hamilton","4007","QLD",1997-04-17,90100,27,1,2,"designerbreed","water dog","mini groodle","mini groodle","false",1970-01-10,2024-04-22,"Evening (18:00 - 23:59)","exposure_820b5055-70da-4424-a4e1-5b2fe824473a",1
"932","2024-03-05 00:00:00","covered_paid","Other","claim_cc35095c-c37b-4a16-b569-cd62a6be4e14",3,"exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",329.454545454545,411.818181818182,2024-08-01,8,"male","false","","",2023-12-08,51,80,0,"House","Palm Beach","2108","NSW",1983-02-04,800,40,1,3,"purebred","sighthound","greyhound","greyhound","false",1970-01-01,2023-12-09,"Afternoon (12:00 - 17:59)","exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",1
"933","2024-03-18 00:00:00","covered_with_exclusions_paid","Gastrointestinal Issues","claim_a9f47b20-eaf9-4508-9c48-c582d311a88f",2,"exposure_49db8cfb-687b-42a8-bb64-2fe8902331ea",41.7090909090909,175.836363636364,2024-08-01,7,"female","false","","",2024-01-06,3,80,100,"House","Coombs","2611","ACT",2003-04-12,80100,20,1,2,"purebred","spaniel","english cocker spaniel","english cocker spaniel","true",1970-01-01,2024-01-07,"Afternoon (12:00 - 17:59)","exposure_49db8cfb-687b-42a8-bb64-2fe8902331ea",1
"934","2024-06-02 00:00:00","covered_paid","Ingestion","claim_53f12baa-655f-4a96-a547-1bd905d33553",4,"exposure_57edea51-d833-4978-ac97-971c1402c2ef",782.427272727273,960.272727272727,2024-08-01,6,"male","false","","",2024-01-31,48,90,100,"House","Mount Barker","5251","SA",1998-12-29,90100,25,1,1,"unnamed cross","unknown","chihuahua cross","chihuahua cross","false",1970-01-01,2024-01-23,"Afternoon (12:00 - 17:59)","exposure_57edea51-d833-4978-ac97-971c1402c2ef",1
"935","2024-05-11 00:00:00","covered_paid","Other","claim_9b20c9f3-36d3-485f-ac08-6fe2d55fc78b",4,"exposure_61a1c624-d4b2-4358-bfd8-f818da59f3bd",324.872727272727,406.090909090909,2024-08-01,7,"male","true","4-6 mo","",2024-01-03,13,80,100,"House","Yarralumla","2600","ACT",1969-10-10,80100,54,1,3,"designerbreed","water dog","groodle","groodle","false",1970-01-01,2024-01-04,"Morning (05:00 - 11:59)","exposure_61a1c624-d4b2-4358-bfd8-f818da59f3bd",1
"936","2024-08-12 00:00:00","covered_paid","Eyes & ears","claim_e429ed47-b323-41ab-ba43-076000958325",9,"exposure_72607c7f-e5a6-48ab-91fe-0984185320d6",100.772727272727,125.972727272727,2024-08-01,9,"male","false","","",2023-11-28,13,80,0,"House","Croydon","3136","VIC",1999-06-09,800,24,1,2,"purebred","hound","beagle","beagle","false",1970-01-01,2023-11-29,"Afternoon (12:00 - 17:59)","exposure_72607c7f-e5a6-48ab-91fe-0984185320d6",1
"937","2024-08-14 00:00:00","covered_paid","Injuries","claim_c26067d7-97ae-4eef-af91-96a6b2c76879",1,"exposure_7553e221-f633-46ee-9e69-b09599b48a66",40.5,45,2024-08-01,1,"female","false","","false",2024-07-06,2,90,0,"Apartment","Marrickville","2204","NSW",1972-09-06,900,51,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2024-07-06,"Afternoon (12:00 - 17:59)","exposure_7553e221-f633-46ee-9e69-b09599b48a66",1
"938","2024-03-19 00:00:00","covered_paid","Eyes & ears","claim_f9a2c7f6-b3a0-4e01-8992-5bcd4935a814",2,"exposure_7c046041-6336-490b-ab5c-3b6b32eba5d3",82.5545454545454,91.7363636363636,2024-08-01,7,"female","true","4-6 mo","",2024-01-07,18,90,0,"House","Mill Park","3082","VIC",2002-08-23,900,21,1,2,"purebred","brachycephalic","staffordshire bull terrier","staffordshire bull terrier","false",1970-01-01,2024-01-08,"Morning (05:00 - 11:59)","exposure_7c046041-6336-490b-ab5c-3b6b32eba5d3",1
"939","2024-07-05 00:00:00","part_covered_paid","Gastrointestinal Issues","claim_b0e9fc05-e716-4f21-97d1-82d9593b67c0",2,"exposure_820b5055-70da-4424-a4e1-5b2fe824473a",75.2727272727273,111.818181818182,2024-08-01,3,"male","false","","false",2024-04-30,1,90,100,"Apartment","Hamilton","4007","QLD",1997-04-17,90100,27,1,2,"designerbreed","water dog","mini groodle","mini groodle","false",1970-01-10,2024-04-22,"Evening (18:00 - 23:59)","exposure_820b5055-70da-4424-a4e1-5b2fe824473a",1
"940","2024-05-16 00:00:00","covered_paid","Eyes & ears","claim_460539e2-d608-4064-94dc-adaf2763c9fe",5,"exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",152.681818181818,190.854545454545,2024-08-01,8,"male","false","","",2023-12-08,51,80,0,"House","Palm Beach","2108","NSW",1983-02-04,800,40,1,3,"purebred","sighthound","greyhound","greyhound","false",1970-01-01,2023-12-09,"Afternoon (12:00 - 17:59)","exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",1
"941","2024-06-27 00:00:00","covered_paid","Ingestion","claim_2f82c134-4673-4619-9338-dec0e34dee03",4,"exposure_57edea51-d833-4978-ac97-971c1402c2ef",3305.49090909091,3672.77272727273,2024-08-01,6,"male","false","","",2024-01-31,48,90,100,"House","Mount Barker","5251","SA",1998-12-29,90100,25,1,1,"unnamed cross","unknown","chihuahua cross","chihuahua cross","false",1970-01-01,2024-01-23,"Afternoon (12:00 - 17:59)","exposure_57edea51-d833-4978-ac97-971c1402c2ef",1
"942","2024-08-15 00:00:00","covered_paid","Injuries","claim_9542e821-05cc-4cd4-8c3d-bc2b347d9f13",1,"exposure_7553e221-f633-46ee-9e69-b09599b48a66",40.5,45,2024-08-01,1,"female","false","","false",2024-07-06,2,90,0,"Apartment","Marrickville","2204","NSW",1972-09-06,900,51,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2024-07-06,"Afternoon (12:00 - 17:59)","exposure_7553e221-f633-46ee-9e69-b09599b48a66",1
"943","2024-02-16 00:00:00","covered_paid","Other","claim_415323d9-e196-4ef9-aa5e-afa3da724556",2,"exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",681.454545454545,851.818181818182,2024-08-01,8,"male","false","","",2023-12-08,51,80,0,"House","Palm Beach","2108","NSW",1983-02-04,800,40,1,3,"purebred","sighthound","greyhound","greyhound","false",1970-01-01,2023-12-09,"Afternoon (12:00 - 17:59)","exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",1
"944","2024-06-03 00:00:00","covered_paid","Ingestion","claim_691ce17d-0284-46f5-9aac-3a07c22ebbc4",4,"exposure_57edea51-d833-4978-ac97-971c1402c2ef",27.2454545454545,30.2727272727273,2024-08-01,6,"male","false","","",2024-01-31,48,90,100,"House","Mount Barker","5251","SA",1998-12-29,90100,25,1,1,"unnamed cross","unknown","chihuahua cross","chihuahua cross","false",1970-01-01,2024-01-23,"Afternoon (12:00 - 17:59)","exposure_57edea51-d833-4978-ac97-971c1402c2ef",1
"945","2024-01-31 00:00:00","covered_paid","Other","claim_039baa5e-d0d7-4aa8-9e6c-6ec1a150efca",0,"exposure_7c046041-6336-490b-ab5c-3b6b32eba5d3",133.354545454545,148.172727272727,2024-08-01,7,"female","true","4-6 mo","",2024-01-07,18,90,0,"House","Mill Park","3082","VIC",2002-08-23,900,21,1,2,"purebred","brachycephalic","staffordshire bull terrier","staffordshire bull terrier","false",1970-01-01,2024-01-08,"Morning (05:00 - 11:59)","exposure_7c046041-6336-490b-ab5c-3b6b32eba5d3",1
"946","2024-03-21 00:00:00","covered_paid","Other","claim_74bfd141-890a-4d9e-bc0a-fdef50858104",3,"exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",132.727272727273,165.909090909091,2024-08-01,8,"male","false","","",2023-12-08,51,80,0,"House","Palm Beach","2108","NSW",1983-02-04,800,40,1,3,"purebred","sighthound","greyhound","greyhound","false",1970-01-01,2023-12-09,"Afternoon (12:00 - 17:59)","exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",1
"947","2024-06-27 00:00:00","covered_paid","Ingestion","claim_a7ee5dd8-3dd0-4e8d-9e5e-566181b60a43",4,"exposure_57edea51-d833-4978-ac97-971c1402c2ef",105.545454545455,117.272727272727,2024-08-01,6,"male","false","","",2024-01-31,48,90,100,"House","Mount Barker","5251","SA",1998-12-29,90100,25,1,1,"unnamed cross","unknown","chihuahua cross","chihuahua cross","false",1970-01-01,2024-01-23,"Afternoon (12:00 - 17:59)","exposure_57edea51-d833-4978-ac97-971c1402c2ef",1
"948","2024-02-03 00:00:00","covered_paid","Ingestion","claim_1b90eba6-16a0-4cf6-897b-c92544912420",2,"exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",833.818181818182,1042.27272727273,2024-08-01,8,"male","false","","",2023-12-08,51,80,0,"House","Palm Beach","2108","NSW",1983-02-04,800,40,1,3,"purebred","sighthound","greyhound","greyhound","false",1970-01-01,2023-12-09,"Afternoon (12:00 - 17:59)","exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",1
"949","2024-02-26 00:00:00","covered_paid","Other","claim_689c9485-b2ad-4372-a89b-878ffb35a019",2,"exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",127.636363636364,159.545454545455,2024-08-01,8,"male","false","","",2023-12-08,51,80,0,"House","Palm Beach","2108","NSW",1983-02-04,800,40,1,3,"purebred","sighthound","greyhound","greyhound","false",1970-01-01,2023-12-09,"Afternoon (12:00 - 17:59)","exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e",1
"950","2024-08-04 00:00:00","covered_with_exclusions_paid","Gastrointestinal Issues","claim_a3c0c822-fcb0-481e-b809-1f81cb6e42fc",5,"exposure_8313adeb-1f1e-4ecb-9b35-d95993ff8256",458.545454545455,644.681818181818,2024-08-01,5,"female","true","4-6 mo","",2024-03-19,40,90,0,"Apartment","Surry Hills","2010","NSW",1969-09-26,900,54,1,2,"cross","","bordoodle","bordoodle","false",1970-01-01,2024-03-01,"Afternoon (12:00 - 17:59)","exposure_8313adeb-1f1e-4ecb-9b35-d95993ff8256",1
"951","2024-08-06 00:00:00","covered_paid","Injuries","claim_d1dee1a2-a706-49c4-92fa-893b339c5360",4,"exposure_89e8470c-1e23-4c05-8f69-b9939696ca6e",464,580,2024-08-01,4,"female","false","","false",2024-04-25,3,80,200,"Apartment","Bentleigh East","3165","VIC",2000-05-07,80200,23,1,3,"purebred","brachycephalic","american staffordshire terrier","american staffordshire terrier","false",1970-01-01,2024-04-26,"Morning (05:00 - 11:59)","exposure_89e8470c-1e23-4c05-8f69-b9939696ca6e",1
"952","2024-03-04 00:00:00","covered_with_exclusions_paid","Other","claim_fdfe0d58-c9d2-4368-af81-96a336246d21",5,"exposure_939cde89-af87-4224-8080-5aee5f371bf2",1902.07272727273,2790.42727272727,2024-08-01,10,"male","false","","",2023-10-25,2,80,100,"House","Mount Gambier","5290","SA",1970-12-26,80100,52,1,1,"purebred","brachycephalic","shih tzu","shih tzu","false",1970-01-01,2023-10-26,"Afternoon (12:00 - 17:59)","exposure_939cde89-af87-4224-8080-5aee5f371bf2",1
"953","2024-05-04 00:00:00","covered_paid","Illness","claim_35b4d99f-b347-4482-82b9-01ce7955ab3f",5,"exposure_95d2af08-aa8c-43f4-9e3c-f6734688e040",4547.58181818182,5684.48181818182,2024-08-01,8,"female","false","","",2023-12-12,5,80,100,"House","Lane Cove North","2066","NSW",1994-12-14,80100,29,1,3,"designerbreed","water dog","groodle","groodle","false",1970-01-01,2023-12-13,"Evening (18:00 - 23:59)","exposure_95d2af08-aa8c-43f4-9e3c-f6734688e040",1
"954","2024-05-25 00:00:00","covered_paid","Eyes & ears","claim_e7219bde-490c-41f0-800a-84ba04b6cde6",2,"exposure_97bbafb8-d02b-4b99-86fe-c850ee293657",104.645454545455,207.190909090909,2024-08-01,5,"male","false","","",2024-03-01,4,90,100,"House","Thornbury","3071","VIC",1989-05-05,90100,34,1,2,"purebred","retriever","nova scotia duck tolling retriever","nova scotia duck tolling retriever","false",1970-01-01,2024-03-02,"Afternoon (12:00 - 17:59)","exposure_97bbafb8-d02b-4b99-86fe-c850ee293657",1
"955","2024-04-23 00:00:00","covered_paid","Illness","claim_05f3e0fa-ff7d-411d-8b49-78351c3ab3b3",1,"exposure_9d6c9510-c539-4ea3-8eb3-d72bac425f5b",32.8454545454545,127.409090909091,2024-08-01,5,"male","false","","",2024-03-01,2,90,100,"House","Brooklyn Park","5032","SA",1991-01-22,90100,33,1,2,"purebred","spaniel","english cocker spaniel","english cocker spaniel","false",1970-01-01,2024-03-02,"Morning (05:00 - 11:59)","exposure_9d6c9510-c539-4ea3-8eb3-d72bac425f5b",1
"956","2024-07-08 00:00:00","covered_paid","Injuries","claim_1c10f7b8-04a6-4aa7-83a1-389e455e4f73",8,"exposure_9ddb069b-4237-4d1f-b42f-da05075d980b",205.490909090909,228.327272727273,2024-08-01,9,"male","true","4-6 mo","",2023-11-29,31,90,0,"Apartment","Glebe","2037","NSW",1988-04-12,900,35,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2023-11-20,"Morning (05:00 - 11:59)","exposure_9ddb069b-4237-4d1f-b42f-da05075d980b",1
"957","2024-08-19 00:00:00","covered_paid","Eyes & ears","claim_7d9bed76-601d-45ce-bc19-a9c74f561e2d",4,"exposure_9f89fa86-c19b-4eb3-9267-0f69fb3a98bb",157.672727272727,197.090909090909,2024-08-01,4,"female","true","0-3 mo","true",2024-04-21,31,80,100,"House","Thirroul","2515","NSW",1977-02-12,80100,47,1,2,"purebred","brachycephalic","staffordshire bull terrier","staffordshire bull terrier","false",1970-01-01,2024-04-22,"Afternoon (12:00 - 17:59)","exposure_9f89fa86-c19b-4eb3-9267-0f69fb3a98bb",1
"958","2024-01-06 00:00:00","covered_paid","Ingestion","claim_97ad213f-843e-4552-944c-7628803dde87",2,"exposure_a1f1d58c-8bb9-4960-b178-d70844a99c6f",449.918181818182,653.309090909091,2024-08-01,9,"female","false","","",2023-11-23,18,80,100,"House","Scarborough","4020","QLD",1963-05-09,80100,60,1,1,"unnamed cross","unknown","fox terrier cross","fox terrier cross","false",1970-01-01,2023-11-24,"Morning (05:00 - 11:59)","exposure_a1f1d58c-8bb9-4960-b178-d70844a99c6f",1
"959","2024-04-08 00:00:00","covered_paid","Other","claim_18118be8-3384-484b-a0b9-be9731e18f68",4,"exposure_a4b4dc54-6597-4bdf-b889-99e875814635",193.636363636364,332.954545454545,2024-08-01,8,"male","false","","",2023-12-17,3,80,100,"House","Sippy Downs","4556","QLD",2001-06-05,80100,22,1,3,"purebred","retriever","labrador retriever","labrador retriever","false",1970-01-01,2023-12-18,"Evening (18:00 - 23:59)","exposure_a4b4dc54-6597-4bdf-b889-99e875814635",1
"960","2024-01-21 00:00:00","covered_paid","Other","claim_830a83df-a353-4e04-b067-f56d5f985dfd",3,"exposure_aa5301bd-174c-44a0-969f-ce195bc15796",578.909090909091,723.636363636364,2024-08-01,10,"female","false","","",2023-10-06,9,80,0,"House","Regents Park","2143","NSW",1968-02-01,800,55,1,3,"purebred","retriever","labrador retriever","labrador retriever","true",1970-01-01,2023-10-07,"Evening (18:00 - 23:59)","exposure_aa5301bd-174c-44a0-969f-ce195bc15796",1
"961","2024-06-24 00:00:00","covered_paid","Ortho","claim_df68c932-8601-49d7-9071-dc7a1ea23f99",6,"exposure_ac91e0a5-306d-4e74-b52e-0f54342f2869",99.1454545454545,214.845454545455,2024-08-01,8,"female","false","","",2023-12-14,5,80,100,"House","Burpengary","4505","QLD",1985-06-15,80100,38,1,1,"purebred","teckel","dachshundminiature smooth haired","dachshundminiature smooth haired","true",1970-01-01,2023-12-15,"Morning (05:00 - 11:59)","exposure_ac91e0a5-306d-4e74-b52e-0f54342f2869",1
"962","2024-05-22 00:00:00","covered_paid","Other","claim_5f81552f-5a6a-4cb7-92ea-7456af4d12ed",6,"exposure_add30aec-1c40-4c85-bf48-c6cf7a1c6c3b",66.9090909090909,83.6363636363636,2024-08-01,9,"female","false","","",2023-11-08,55,80,0,"House","Plenty","3090","VIC",1972-01-17,800,51,1,1,"purebred","teckel","dachshundminiature smooth haired","dachshundminiature smooth haired","false",1970-01-01,2023-11-09,"Morning (05:00 - 11:59)","exposure_add30aec-1c40-4c85-bf48-c6cf7a1c6c3b",1
"963","2024-04-07 00:00:00","covered_paid","Injuries","claim_06f011ba-1093-4109-9be9-f53b97d20c65",2,"exposure_b06bb393-80d9-4fd0-be74-ff77a4fdb150",104.836363636364,221.963636363636,2024-08-01,6,"female","false","","",2024-01-31,42,80,100,"House","Leederville","6007","WA",1984-07-28,80100,39,1,2,"unnamed cross","unknown","australian kelpie cross","australian kelpie cross","false",1970-01-21,2024-01-08,"Evening (18:00 - 23:59)","exposure_b06bb393-80d9-4fd0-be74-ff77a4fdb150",1
"964","2024-04-04 00:00:00","covered_paid","Ingestion","claim_4f6a878e-2506-4f56-b943-9b3b57b83f8c",2,"exposure_b0975d16-cebf-4d46-8b2e-20563a6a0577",343.309090909091,472.363636363636,2024-08-01,6,"female","false","","",2024-02-02,31,90,100,"House","Forestville","2087","NSW",1956-01-11,90100,68,1,1,"unnamed cross","unknown","jack russell terrier cross","jack russell terrier cross","false",1970-01-01,2024-02-03,"Afternoon (12:00 - 17:59)","exposure_b0975d16-cebf-4d46-8b2e-20563a6a0577",1
